label	x	x	SentenceA	SentenceB
1	x	x	The cooked breakfast left me feeling very upset as the grilled tomatoes were cut in half and not quarters which meant I had to use the muscles in my arms to cut them up smaller	feeling very upset cooked breakfast
0	x	x	The bathroom has cristal walls and it is not comfortable at all The room size was also pretty small	not comfortable room size
1	x	x	Loved this great hotel with loads of character located on a quiet tree lined boulevard A short walk to museums and restaurants very helpful staff lovely buffet breakfast overlooking an enclosed garden I felt like I was staying in a private residence Would definitely stay again	short walk to museums
0	x	x	We walked the remainder of the way from the station to the hotel approximately10 minutes but Tram 24 stops right outside of the hotel if you didn t want to walk Rooms were very clean if a little careworn Breakfast was well laid out and varied fresh fruit yoghurt excellent selection of breads rolls and meat and cheese Cooked food also available	very clean Breakfast
1	x	x	quiet area bikes need to be back by midnight	quiet area
0	x	x	The room was beautiful Location was very close to the places we wanted to see The staff were so lovely	very close to staff
0	x	x	It was the smallest rooms We have ever been The aircondition didn t work	smallest aircondition
1	x	x	Secure private parking with 24 hour pass comfortable room good public transport connections to the central city max 25 min	Secure private parking
1	x	x	Very comfortable room for suitable price very friendly and helpful staff excellent location quite central but district is not overcrowded excellent view from the room and very nice view from the restaurant restaurant cuisine is delicious	Very comfortable room
0	x	x	The breakfast in the morning was really excellent and the staff were so efficient and friendly Everything we needed in a room was there good amenities good housekeeping The front desk personnel were also great	good amenities
0	x	x	Excellent breakfast and open bar Staff very helpful and nice Great hotel	open Staff
1	x	x	Good sized comfortable rooms with all we needed for our stay Nice lounge and bar areas Staff on bar and concierge were very friendly and helpful	Nice lounge
0	x	x	Very friendly service rooms very nicely renovated in pleasant light colors Great breakfast with view on the canal	very nicely renovated service
1	x	x	A good hotel for a stay in Amsterdam Good location in a nice area which is either 15 mins tram ride or 40 mins walk to city centre	15 mins tram ride
0	x	x	Excellent location superior hotel with friendly and helpful staff Room was spacious and comfortable with the added bonus of a balcony Food excellent especially the breakfast	bonus Food
1	x	x	Room had a fantastic view Bed extremely comfortable Really friendly helpful staff	fantastic view
1	x	x	Brilliant hotel no problems at all friendly staff lovely food and brilliant location ten mins walk near the water to the city center lovely hotel for couples been too Amsterdam numerous times now and will always go here	lovely food
0	x	x	Spent there 2 nights fast and warm check in Was very supportive and explained to us were and how to go to areas to visit Charged Car park is available Smoking room also available Nice view from the rooms and all facilities available Room size is small but it is ok Tram is few minutes from the hotel Also easy to walk to the DAM square where you can see many shops and restaurants on the way	available Room size
0	x	x	Free mini bar good location easy access to trams and close to bars and restaurants great shower and super friendly receptionist	great restaurants
0	x	x	Secure private parking with 24 hour pass comfortable room good public transport connections to the central city max 25 min	comfortable private parking
0	x	x	very good breakfast and extra comfort bed very comfortable bathroom and spacious shower stall great shower fittings	spacious bathroom
1	x	x	t it nice if we were treated in a better attitude and if the upgrade was not existed	not existed upgrade
0	x	x	Great location and area nothing more than a 30 minute walk Canal stop outside the hotel Comfortable bed	Comfortable Canal stop outside
1	x	x	Very clean Lovely views friendly staff complementary drinks Lovely bathroom	Lovely bathroom
1	x	x	tidy nothing was too much trouble for the staff would recommend food great quality choice and tasted devine will visit amsterdam again local people very friendly and helpful thanks you	very friendly local people
1	x	x	Well situated close to the train station	close to train station
1	x	x	the staff were amazing	amazing staff
1	x	x	Concierge was not good Didn t report back on questions we asked when looking for direction	not good Concierge
1	x	x	the location was nice rooms clean and well presented friendly staff	clean rooms
1	x	x	A lot of Mosquitos and no air conditioning didn t sleep well The hotel provided a ventilator but it didn t get the job done Other than that the other things were fine	A lot of Mosquitos
1	x	x	It was very easy to find Being a wee bit out of the centre meant it felt very peaceful Transport links are great The staff were wonderful very friendly and in a genuine way They were very helpful and can answer questions about sightseeing locations	wonderful very friendly staff
0	x	x	Beautiful Building and and ambience The suite was well equipped and comfortable	well equipped ambience
0	x	x	A good hotel for a stay in Amsterdam Good location in a nice area which is either 15 mins tram ride or 40 mins walk to city centre	40 mins tram ride
1	x	x	The room was comfy clean Still being refurbished so lots of boxes around the room still had the odd little snagging issue but not a problem for us Lovely staff location ok transport was good	good transport
1	x	x	Quite expensive price per night as well as the breakfast Very loud in the corridors because of cleaning service and propably other guests since early morning Walls seems to be made of paper	Quite expensive breakfast
1	x	x	Very convenient location Easy access to Chinatown and Red Light area Nice room balcony view was so good New and generously decorated I liked the apple computer in the room I was able to listen to music easily	Very convenient location
1	x	x	Room was so quiet which is unusual for a large hotel where you can usually hear constant doors banging and people returning to their rooms yelling and shouting None of this in DTAmsterdam Room was large and nice view and	large Room
1	x	x	Everything about the place is perfect	perfect place
1	x	x	2 very unhappy experience from the staff	very unhappy experience from the staff
1	x	x	The room size is spacious Excellent location Kids area at the lobby while waiting for check in and check out is a brilliant idea	brilliant idea Kids area
0	x	x	Very clean Lovely views friendly staff complementary drinks Lovely bathroom	friendly views
1	x	x	What a wonderful location with great views of the hustle and bustle just a leisurely ferry ride minutes across from central station	leisurely ferry ride
1	x	x	The Corendon was awesome staff were friendly Room was spacious and well appointed The Vitality Spa was awesome	awesome Vitality Spa
1	x	x	It s central to all the sights The lobby is welcoming rooms are rxquisite and staff extremely helpful	extremely helpful staff
1	x	x	Exceptionally welcoming staff in a very cleverly designed hotel Great few nights sleep in the comfortable bed Located just across the road from a trendy breakfast cafe in case	Great nights
0	x	x	The location was perfect and despite the close vicinity to the airport and motorway silent	close motorway
1	x	x	Great location next to a tram station Spacious rooms with very nice decor Very clean Try the restaurant s cuisine wonderful	wonderful cuisine
0	x	x	Good location Helpful staff	Helpful location
1	x	x	Close to the train station Close to shops for groceries	Close to shops
1	x	x	Exceptionally welcoming staff in a very cleverly designed hotel Great few nights sleep in the comfortable bed Located just across the road from a trendy breakfast cafe in case	Exceptionally welcoming staff
0	x	x	The hotel is brand new with an impeccable decor and is very cozy and comfortable	very cozy decor
1	x	x	Very nice hotel perfectly located	perfectly located
1	x	x	The staff was cool helpful The rooms and the common areas were all very Instagram worthy The metro and the tram were only two minute away and it felt really safe to ride the metro even during the evening We re coming back	safe felt
1	x	x	The friendly and helpful staff From your front desk to your breakfast to your housekeeping teams everyone was wonderful	helpful staff
0	x	x	The Corendon was awesome staff were friendly Room was spacious and well appointed The Vitality Spa was awesome	well appointed Vitality Spa
1	x	x	It s a long walk 15 20 min to the metro and another 25 min by metro to the central station If traveling by tram it s even longer	25 min by metro
0	x	x	Good Room in front of canal and perfect position few minutes walk from Miseum Place and Market s Flowets	few minutes walk from position
1	x	x	Pretty decent internet for a hotel but it would still get randomly disconnected every 15 min or so Rooms are TINY	Pretty decent internet
1	x	x	Great location in nice surroundings the bar and restaurant are nice and have a lovely outdoor area	nice bar and restaurant
0	x	x	Bed was so comfortable which was needed after long treks around the city Cocktails lunch and evening food were all divine We didn t have breakfast	so comfortable Cocktails
1	x	x	Hot tub in our room was fabulous staff friendly and willing to do anything to make our stay better and the decor is beautiful Stay here if you want a luxury night away	beautiful decor
1	x	x	Loved the atmosphere of this place Very close to the metro which can take you to the city centre in a few mins Staff at this hotel are amazing and very helpful You can hire a bike from the hotel for 9 euros Checkout procedure was one of the best I ve ever seen at the hotel where you just have to drop it off in a box Supermarket just opposite and so many restaurants at walking distance	Very close to metro
1	x	x	Truly awesome location close to a lot of activity but quiet when we went to sleep Breakfast is excellent and worth the price Staff were very helpful even finding an excellent restaurant with gluten free traditional dishes	close to activity
0	x	x	We had one of the recently renovated rooms which have excellent all round facilities	excellent rooms
1	x	x	Also there is complimentary coffee tea hot chocolate etc in reception The staff were helpful and friendly Location was good and contrary to some comments the reception is not at all difficult to find	complimentary tea
0	x	x	Very clean Very spacious Quality bed Quality toiletries	Quality bed
0	x	x	Bathroom very small Bedroom quite small Shower very slow to drain electrical points didn t all work problems with phone charging very dusty on top of wardrobe suitcase storage	very dusty wardrobe suitcase storage
1	x	x	very good breakfast and extra comfort bed very comfortable bathroom and spacious shower stall great shower fittings	very good breakfast
1	x	x	The hotel and our room was great and very unique The location was perfect as well	great room
0	x	x	Hotel atmosphere was great Nice and clean rooms Staff were perfect	clean Staff
0	x	x	room was generous by Amsterdam standards and dark and meal downstairs was good babycot was good quality with comfy mattress instead of the usual travel cot so toddler slept well before the long haul flight home	dark meal
1	x	x	very clean and in a great area to get around amsterdam Staff very helpful and friendly	very helpful Staff
0	x	x	Room quite noisy badly insulated cold even with air con set at 30deg C bed too soft	cold bed
1	x	x	Excellent attention from the ladies at the front desk They were very gentle and nice Perfect location	nice Perfect location
1	x	x	The Corendon was awesome staff were friendly Room was spacious and well appointed The Vitality Spa was awesome	awesome Corendon
1	x	x	and it was a very hot day	very hot day
1	x	x	This hotel feels like coming home	coming home hotel
0	x	x	Staff where very helpful room was comfortable and clean lovely comfy bed and shower was great although its said it was a little out	very helpful room
0	x	x	the hotel is refined very chic very well decorated a warm atmosphere at the lobby Location is excellent beautiful neighborhood would recommend the tour by the hotels beautiful boat the personnel was attentive great experience	attentive boat
0	x	x	A very easy stroll from the train station or you can catch the tram 2 minute ride the hotel and staff are terrific beakfast 5 star	2 minute ride train station
1	x	x	The staff are very professional and helpful Property was immaculate	very professional staff
0	x	x	Staff were exceptionally helpful and had a great sense of humour Bar food and breakfast were fine and all efficiently delivered	great sense of humour breakfast
0	x	x	The Staff Very rude and do not have good customer services although the cleaners are friendly	not have good cleaners
1	x	x	The hotel restraunt food is quite average and extremely overpriced plenty of other restraunts and takeaway places within walking distance though so not a huge issue	quite average restraunt food
1	x	x	Cozy restaurant excellent breakfast	Cozy restaurant
0	x	x	Right in the city center Many restaurants are near by the hotel and museums	Many city center
0	x	x	There is a free shuttle to the central train station which is 5 min walking away	5 min walking away shuttle to the central train station
1	x	x	Compfortable bed Friendly staff	Friendly staff
1	x	x	Friendly staff excellent location for couples nice ammenities great breakfast Perfect	excellent location
1	x	x	Absolutely brilliant from check in the room which was fantastic won t reveal all the staff the concept ooh not to forget the amazing lifts we liked C the best	amazing lifts
1	x	x	The hotel and our room was great and very unique The location was perfect as well	great hotel
0	x	x	Close to the train station Close to shops for groceries	Close to train station
0	x	x	The bed was the most comfortable I have ever slept in in an hotel and the pillows were terrific The location is great quiet but with all main attractions no more than 2 miles away and for non walkers there is a good tram service Good eateries locally esp liked Vasso Italian restaurant and O Reilly s Irish pub for the best triple cooked chips anywhere	most comfortable pillows
1	x	x	so we decided to take the bus instead and the hotel was only about a 5 minute bus ride away from city center	5 minute bus ride
1	x	x	We stayed 2 nights at the Sir Albert during New Year and loved it Staff is very friendly and supportive Rooms are on the small side but have everything you need comfortable beds coffee and tea making equipment and large shower Location is good with public transport around the corner	comfortable beds
0	x	x	The staff was cool helpful The rooms and the common areas were all very Instagram worthy The metro and the tram were only two minute away and it felt really safe to ride the metro even during the evening We re coming back	only two minute away felt
1	x	x	Superb hotel this was our second time staying in this hotel we turned up early for our check in and because of this they upgraded us to the junior suite free of charge Brilliant service	Brilliant service
1	x	x	Staff very nice excellent location	excellent location
1	x	x	Friendly staff nothing was to much trouble Made our honeymoon stay very special with some nice personal touches	nice personal touches
0	x	x	Clean rooms modern hotel well located super helpful staff Nice Gym with excellent breakfast options	well located hotel
1	x	x	Had two single beds instead of 1 double bed the hairdryer was awful and the room seemed very out of date also the lift wasn t working so well	very out of date room
1	x	x	Efficient nice friendly staff clean and well maintained	friendly staff
1	x	x	Great classy atmosphere in the lobby and cafe Building looks nice Rooms are roomy The place is somewhat close to the central station though not so much to make it really convenient to go up and down there take some 15 minutes out for this especially with luggage The tiny harbour next to the hotel is quite charming	roomy Rooms
0	x	x	Bathroom very small Bedroom quite small Shower very slow to drain electrical points didn t all work problems with phone charging very dusty on top of wardrobe suitcase storage	quite small Shower
0	x	x	The location is perfect for exploring the city centre museums etc You can pick up a canal boat tour right outside the hotel and the public bus from the airport stops only few minutes walk away The staff irrespective of their role in the hotel made an effort to have a conversation with us e g one of the cleaning staff who was in the lift with us seemed genuinely interested in whether we had enjoyed our day	irrespective perfect
1	x	x	Excellent location superior hotel with friendly and helpful staff Room was spacious and comfortable with the added bonus of a balcony Food excellent especially the breakfast	excellent breakfast
1	x	x	The coolest accomodation ever Staff were so friendly interier is so cool and funky rooms were beautiful lots of things to do to interact with other travellers pool gym table tennis photo bool heaps of lounges and a yummy restaurant Also lots of things to do from the hotel such as rent bikes etc 2 mins walk from train station which is 2 stops away from Red Light District supermarket across the road and surrounded by awesome eateries will definitely be back Thanks for such an amazing stay	amazing stay
1	x	x	Also there is complimentary coffee tea hot chocolate etc in reception The staff were helpful and friendly Location was good and contrary to some comments the reception is not at all difficult to find	complimentary reception
1	x	x	We really liked that it was a large double bed not joined single beds	large double bed
1	x	x	Our room was a little small so that the bathroom toilet area was cramped	little small room
1	x	x	Location close to tram stop for travel into Amsterdam Within walking distance of restaurants Easy parking	Easy parking
0	x	x	Hotel was lovely and modern Staff were so nice Location was very good	so nice Location
1	x	x	no solo traveller price no toilet brush hard to close open toilet door some days annoying sound came from outside of hotel one corner of window does not seem to be mounted closed correctly spiders and webs outside window sometimes bad reception of English TV channels flies around breakfast no fridge in room	hard to close open toilet door
0	x	x	Great hotel friendly staff and good location	good staff
0	x	x	Very convenient location Easy access to Chinatown and Red Light area Nice room balcony view was so good New and generously decorated I liked the apple computer in the room I was able to listen to music easily	so good room
1	x	x	My friend had sprained her ankle before arriving and the kind staff got her ice and extra pillows to elevate the leg	kind staff
1	x	x	location people are friendly but hotel bookkeeping and management system makes their help useless	useless hotel bookkeeping
0	x	x	Truly awesome location close to a lot of activity but quiet when we went to sleep Breakfast is excellent and worth the price Staff were very helpful even finding an excellent restaurant with gluten free traditional dishes	close to location
0	x	x	Exceptionally welcoming staff in a very cleverly designed hotel Great few nights sleep in the comfortable bed Located just across the road from a trendy breakfast cafe in case	trendy the road
1	x	x	the hotel is refined very chic very well decorated a warm atmosphere at the lobby Location is excellent beautiful neighborhood would recommend the tour by the hotels beautiful boat the personnel was attentive great experience	great experience
0	x	x	Perfect atmosphere location in Amsterdam very cozy and comfortable rooms meal and service were great staff were very kind and cheerful the price was fair compared to the equivalent hotels around	comfortable service
0	x	x	New and modern hotel Very nice and big rooms Also was clean 10 mins driving from the airport	modern hotel
0	x	x	Poor facilities bathroom was a mess cracked tiles dirty marks in bath housekeeping not to a high standard sheets didn t get changed	not to a high standard marks
1	x	x	Very comfortable room for suitable price very friendly and helpful staff excellent location quite central but district is not overcrowded excellent view from the room and very nice view from the restaurant restaurant cuisine is delicious	excellent view
1	x	x	could not improve upon anything one of the best hotels we have stayed in	best hotels
0	x	x	spacious room good and large bed nice rainshower	nice bed
1	x	x	The bathroom was lovely although there was no bath unlike the photos The bed was very comfortable but the carpets were sticky and covered in dark grey patches The tram stop was right outside which was ideal	very comfortable bed
1	x	x	Excellent location if arriving from the ferry or by train and just a short walk to all Centrum tourist spots	Excellent location
1	x	x	The log fire in the hotel I liked there was a gym	liked gym
1	x	x	The hotel was central with nice breakfast and 24 hour consierge Bed comfortable although the superior room had twin beds together that didnt stay together causing a gap	comfortable Bed
1	x	x	Great service throughout	Great service throughout
1	x	x	The breakfast was OK but never in a range of a 4Star Hotel The young people in the reception were friendly and cordial	OK breakfast
0	x	x	Hotel design was modern and contemporary Staff extremely helpful with recomendations for food and drinks outside of the hotel Bar staff polite attentive and cocktails amazing	polite attentive cocktails
1	x	x	the hotel is refined very chic very well decorated a warm atmosphere at the lobby Location is excellent beautiful neighborhood would recommend the tour by the hotels beautiful boat the personnel was attentive great experience	beautiful boat
0	x	x	there was nothing around the hotel no bars shops walks it was surrounded by a building site It was a trek on the trams to get to and from but the trams were plentiful a shuttle bus would be a good idea the food in the restaurant was very limited and not very good which was a problem because there is no where else to go	plentiful food in the restaurant
1	x	x	Good food at breakfast and dinner Executive Lounge is nice touch Nice rooms	Good food at breakfast and dinner
0	x	x	Excellent location friendly smart hotelpersonell great restaurant and super neat rooms	friendly smart location
1	x	x	The quality of food was fantastic in particular the breakfast	fantastic quality of food
1	x	x	WE FOUND THE STAFF EXCELLENT LOCATION PERFECT	PERFECT LOCATION
1	x	x	Modern stylish room with much space	much space
0	x	x	Superb location right on the Herengracht and therefore within walking distance of all major attractions Staff were excellent and sorted out restaurants for us	within walking distance location
1	x	x	Brakfast restaurant room shoulf be more clean	shoulf be more clean Brakfast restaurant room
1	x	x	Excellent hotel great place for stay lots of ammenities and the staff is nice wold recommend it to anyone traveling to Amsterdam for a great stay close to transportation to connect to all attractions and interesting places in Amsterdam	close to transportation
1	x	x	It s away from the centrum but the walk in was nice Couldn t actually fault this hotel it s one of the nicest I have stayed in the bed and shower were great too	great bed
1	x	x	Location breakfast free wifi and most comfortable bed ever Coffee in the living room is amazing	free wifi
1	x	x	Beautiful hotel eautiful very friendly staff and a shuttle on weekends that is never late and very cheap to be dropt to town and collected thank you for my lovely stay xxx	Beautiful hotel
0	x	x	Great hotel great staff great bar close to public transport	great hotel
1	x	x	Bed was comfortable location was really good	comfortable Bed
1	x	x	fantastic hotel staff lovely pool room out of this world very clean	lovely pool
1	x	x	Breakfast was not included and expensive even with pre booking as I was travelling on business expenses I had to eat nearby instead but there are some lovely places to do so	lovely places
0	x	x	Perfect atmosphere location in Amsterdam very cozy and comfortable rooms meal and service were great staff were very kind and cheerful the price was fair compared to the equivalent hotels around	great staff
1	x	x	The Concierge staff are very good	very good Concierge staff
1	x	x	Truly awesome location close to a lot of activity but quiet when we went to sleep Breakfast is excellent and worth the price Staff were very helpful even finding an excellent restaurant with gluten free traditional dishes	excellent Breakfast
0	x	x	The location was lovely the room was wonderful the bed was super comfy the all inclusive portion was well worth it breakfast cheese wine open bar	wonderful bed
0	x	x	We started to notice the poor workmanship throughout the building tiling painting wallpaper etc just not finished off like they were in a hurry Our room was on the second floor above the outside bar so noise and smoke were a problem at night We have spent 4 weeks in Europe and this place was the most disappointing	not finished off noise and smoke
1	x	x	Great location within walking distance to all Amsterdam has to offer Hotel room has AC	within walking distance all Amsterdam
0	x	x	Hot tub in our room was fabulous staff friendly and willing to do anything to make our stay better and the decor is beautiful Stay here if you want a luxury night away	better decor
0	x	x	It s clean and comfortable with good sized rooms The food is okay although not outstanding	okay rooms
1	x	x	Great location Good bar and food facilities Good gym facilities	Great location
1	x	x	Great location next to a tram station Spacious rooms with very nice decor Very clean Try the restaurant s cuisine wonderful	very nice decor
0	x	x	fantastic hotel staff lovely pool room out of this world very clean	lovely room
1	x	x	Hotel was lovely and modern Staff were so nice Location was very good	so nice Staff
1	x	x	Good food at breakfast and dinner Executive Lounge is nice touch Nice rooms	nice touch Executive Lounge
0	x	x	Very small bath room was stuffy only one small window to let in fresh air	Very small room
1	x	x	rooms a good size and clean	good size rooms
0	x	x	We stayed 2 nights at the Sir Albert during New Year and loved it Staff is very friendly and supportive Rooms are on the small side but have everything you need comfortable beds coffee and tea making equipment and large shower Location is good with public transport around the corner	large Location
1	x	x	The bed was comfy and the room has plenty of natural light and space	plenty of natural light and space room
0	x	x	Location is very good museums park shop around 20 minutes to the center by feet	very good museums park shop
1	x	x	Room wasn t as big as it looked on the photos	wasn t as big Room
1	x	x	Very easy journey from Airport to hotel via Centraal Station 10 minute journey with ticket costing approximately 5 euros	Very easy journey from Airport
1	x	x	The location was perfect The staff were very helpful and friendly they gave us help and advice on how to get to the football stadium They also gave us good places to visit	good places
1	x	x	a good stay since the hotel with in the centre and near to the station Food was really good	near to station
1	x	x	I m very shocked that the shower was in the middle of the room I assumed that it was just advertisement and they would have normal bathrooms but apparently not This really made me feel uncomfortable as I had to shower in front of my partner	uncomfortable feel
1	x	x	Arrived early got early check in rooms very clean bed comfy Great location very central Would recommend Staff very helpful and friendly	comfy bed
1	x	x	Ended up paying 40 more per night then original quote Rooms were tiny Elevator slow walls very thin Housekeeping annoying w knocks and phone calls	slow Elevator
1	x	x	The completly unexpected 150 deposit on top of out payment for the room it completly ruined our holiday as we had very little spemding money left after it Was no where on the booking com website We also asked for a double room but got two single beds pushed together with 2 single duvets it felt like we were sleeping on rocks Not a hotel for couples	Not a hotel for couples
1	x	x	Best place to stay in Amsterdam if leaving on a cruise	Best place
1	x	x	The restaurant bar decor is quite nice the room is comfortable and we got a nice view to the canal	comfortable room
1	x	x	We stayed 2 nights at the Sir Albert during New Year and loved it Staff is very friendly and supportive Rooms are on the small side but have everything you need comfortable beds coffee and tea making equipment and large shower Location is good with public transport around the corner	comfortable tea
1	x	x	And the staff we dealt with were very friendly and helpful Highly recommend	very friendly staff
1	x	x	Great big bed truly polite and helpful staff bathtub a nice extra Hotel shuttle from airport and a flexible checkin time	flexible checkin time
1	x	x	Ended up paying 40 more per night then original quote Rooms were tiny Elevator slow walls very thin Housekeeping annoying w knocks and phone calls	tiny Rooms
1	x	x	Breakfast was a disaster The service staff were inattentive rude and really not interested to make the experience an enjoyable one Not at all what one expects from a 5	inattentive rude service staff
1	x	x	Friendly staff clean rooms cosy and comfortable communal areas	clean rooms
0	x	x	The breakfast in the morning was really excellent and the staff were so efficient and friendly Everything we needed in a room was there good amenities good housekeeping The front desk personnel were also great	great housekeeping
1	x	x	It should be a 3 star hotel The room was generally unclean the walls have stains who knows when was that carpet cleaned the last time the furniture had dust on them but the bed seemed to be clean	stains walls
1	x	x	The price is a bit expensive comparing to other hotels	a bit expensive price
1	x	x	The bar area is dark lack of service and booring Breakfast is busy	dark bar area
1	x	x	We overlooked the station the canal and the city	overlooked canal
1	x	x	There was building work outside on the second night that we were not warned of and it would have been nice to have been made aware that sleep was not possible after 5:00 AM Breakfast was average for this level of hotel	building work outside
1	x	x	Wonderful design of the hotel welcoming staff and very good location for Central Amsterdam	welcoming staff
0	x	x	It is in a very nice suburb and close to restaurants some shops and a nice little market Since it was in the burbs it was very quiet	very quiet market
0	x	x	Near to central station Staff very helpful Bed is nice	very helpful central station
0	x	x	Restaurant is really a quality Staff is very friendly Lot of good things in the bazar	really a quality Staff
1	x	x	Great room with balcony	Great room with balcony
1	x	x	I just can not believe that the hotel don t supply ear plugs	don t supply ear plugs
1	x	x	Staff were very friendly indeed made up for the poor room	poor room
1	x	x	Friendly staff fast check in	fast check in
1	x	x	Rooms were very nice but beds weren t comfortable	very nice Rooms
0	x	x	modern installations Staff could not do enough for us Staff also are uniformed in excellent attire Free applesand bottled water Would not hesitate to stay there again	modern Staff
1	x	x	the hotel is refined very chic very well decorated a warm atmosphere at the lobby Location is excellent beautiful neighborhood would recommend the tour by the hotels beautiful boat the personnel was attentive great experience	excellent Location
1	x	x	For an executive room it should have been bigger with more comfertable beds and luxiourious bathroom	bigger executive room
1	x	x	Location is very good museums park shop around 20 minutes to the center by feet	20 minutes to center
1	x	x	Breakfasts though as per all hotel breakfasts expensive Breakfast room with roof that opens Location in a quiet area of town but close to centre and attractions All staff spoke perfect English Clean comfortable air conditioned room reasonable rate	in a quiet area Location
1	x	x	The bed was very comfortable the linen quite nice	quite nice linen
0	x	x	Spent there 2 nights fast and warm check in Was very supportive and explained to us were and how to go to areas to visit Charged Car park is available Smoking room also available Nice view from the rooms and all facilities available Room size is small but it is ok Tram is few minutes from the hotel Also easy to walk to the DAM square where you can see many shops and restaurants on the way	very supportive check in
0	x	x	Absolutely blew me and my missus away Funky Futuristic the spa is out of this world must check it out if you stay there Location wise couldn t ask to be in better place everything is really close by Staff	Funky everything
1	x	x	Perfect atmosphere location in Amsterdam very cozy and comfortable rooms meal and service were great staff were very kind and cheerful the price was fair compared to the equivalent hotels around	fair compared price
0	x	x	Handy location Check in and check out was quick and easy Room was comfortable and clean	Handy Check in
0	x	x	Breakfasts though as per all hotel breakfasts expensive Breakfast room with roof that opens Location in a quiet area of town but close to centre and attractions All staff spoke perfect English Clean comfortable air conditioned room reasonable rate	expensive Location
1	x	x	Had two single beds instead of 1 double bed the hairdryer was awful and the room seemed very out of date also the lift wasn t working so well	awful hairdryer
1	x	x	The room we Stayed in was huge	huge room
1	x	x	Spent there 2 nights fast and warm check in Was very supportive and explained to us were and how to go to areas to visit Charged Car park is available Smoking room also available Nice view from the rooms and all facilities available Room size is small but it is ok Tram is few minutes from the hotel Also easy to walk to the DAM square where you can see many shops and restaurants on the way	available Smoking room
1	x	x	Excellent hotel Bed we so comfortable Location great And very clean and friendly	comfortable Bed
1	x	x	It does sit on a tram line literally across the street so access to Amsterdam was fast and easy Also because it was away from downtown a little bit	fast access to Amsterdam
1	x	x	Very convenient location Easy access to Chinatown and Red Light area Nice room balcony view was so good New and generously decorated I liked the apple computer in the room I was able to listen to music easily	so good balcony view
1	x	x	That it was very nice and comfortable And very close to the tram	very close tram
1	x	x	Everything This place was mind blowing Such a beautiful hotel with amazing rooms	beautiful hotel
0	x	x	Location breakfast free wifi and most comfortable bed ever Coffee in the living room is amazing	most comfortable wifi
1	x	x	very good breakfast and extra comfort bed very comfortable bathroom and spacious shower stall great shower fittings	very comfortable bathroom
0	x	x	The coolest accomodation ever Staff were so friendly interier is so cool and funky rooms were beautiful lots of things to do to interact with other travellers pool gym table tennis photo bool heaps of lounges and a yummy restaurant Also lots of things to do from the hotel such as rent bikes etc 2 mins walk from train station which is 2 stops away from Red Light District supermarket across the road and surrounded by awesome eateries will definitely be back Thanks for such an amazing stay	amazing eateries
1	x	x	The eco friendly bathroom if the timer for the sensor lights can be extended to run for maybe at least 15 minutes before they switch off automatically it would be perfect Not all rooms come with the eco friendly bathroom though only a few do The upside though is that this bathroom is more spacious compared to the one in another room we booked we booked the same type of room	eco friendly bathroom
1	x	x	Great service at reception and floor 17 and breakfast was lovely	lovely breakfast
0	x	x	the location was nice rooms clean and well presented friendly staff	nice rooms
1	x	x	Bathroom smell came and went during our 5 day stay Antiquated wifi system code per device for only 3 days Poor lighting in bathroom	Antiquated wifi
1	x	x	Exceptionally welcoming staff in a very cleverly designed hotel Great few nights sleep in the comfortable bed Located just across the road from a trendy breakfast cafe in case	Located just across the road
1	x	x	Exceptionally welcoming staff in a very cleverly designed hotel Great few nights sleep in the comfortable bed Located just across the road from a trendy breakfast cafe in case	comfortable bed
1	x	x	Very good room service staff were super friendly and helpful	super friendly staff
1	x	x	Free car park Hotel very quiet and well located Charming and helpful staff members	helpful staff members
1	x	x	The food was also nice	nice food
0	x	x	The bed was the most comfortable I have ever slept in in an hotel and the pillows were terrific The location is great quiet but with all main attractions no more than 2 miles away and for non walkers there is a good tram service Good eateries locally esp liked Vasso Italian restaurant and O Reilly s Irish pub for the best triple cooked chips anywhere	terrific location
1	x	x	Handy location Check in and check out was quick and easy Room was comfortable and clean	quick check out
0	x	x	Staff where extremely helpful hotel was very warming and modern Location was absolutely superb Beautifully clean air con in room was brilliant all round superb hotel	Beautifully clean air con
1	x	x	Poor facilities bathroom was a mess cracked tiles dirty marks in bath housekeeping not to a high standard sheets didn t get changed	Poor facilities
1	x	x	modern installations Staff could not do enough for us Staff also are uniformed in excellent attire Free applesand bottled water Would not hesitate to stay there again	Free applesand bottled water
1	x	x	Nice hotel nice services nice	Nice hotel
0	x	x	It s away from the centrum but the walk in was nice Couldn t actually fault this hotel it s one of the nicest I have stayed in the bed and shower were great too	nicest bed
1	x	x	Great location and staff	Great staff
1	x	x	A lot of Mosquitos and no air conditioning didn t sleep well The hotel provided a ventilator but it didn t get the job done Other than that the other things were fine	A lot of air conditioning
0	x	x	Free mini bar good location easy access to trams and close to bars and restaurants great shower and super friendly receptionist	great bars
1	x	x	No bath in bathroom no water provided mini bar not stocked limited non existant room service menu over emphasis on design no substance eg Shower door does not fit so bathroom area floods if not careful poor power point location and no international plug point option so remember to bring your adaptor if staying here Limited storage space so if staying more than one night be prepared for a messy room Better value elsewhere in town	poor international plug point option
0	x	x	No bath in bathroom no water provided mini bar not stocked limited non existant room service menu over emphasis on design no substance eg Shower door does not fit so bathroom area floods if not careful poor power point location and no international plug point option so remember to bring your adaptor if staying here Limited storage space so if staying more than one night be prepared for a messy room Better value elsewhere in town	Limited international plug point option
