414	4		Love architecture
4829	5		really lovely Staff
3137	2		liked cleanliness
2358	0		very bad bathroom
1106	15		great stay
4124	5		helpful Location staff
1333	16		excellent location
1370	16		Nice location
4139	5		cleaned expeditiously staff
4112	5		helpful hotel reception
2343	0		modern shower
2384	0		Great bathroom
2756	8		fluffy towels
3008	2		clean room
103	2		clean hotel
1816	16		Amazing location
1128	15		busy day
3092	2		very clean room
1828	16		NO LIFT
2732	8		excellent beds
290	4		pleasant housekeeping
4868	7		Loads places
1951	16		fantastic location
78	6		good restaurants
2601	8		Comfy beds
413	9		not look like furnitures
3874	11		a tube
3878	11		Large rooms
1493	16		close to metro station
3475	3		no air conditioning
2715	8		excellent bed
4342	5		helpful reception team
4687	5		great staff
2441	0		dated bathroom
4440	5		friendly staff
2137	12		super easy Checking in
4345	5		helpful reception staff
3794	11		Big breakfast room
3277	9		no curtain
854	6		lots of breakfast
3815	11		really tiny room
3117	2		so dirty Carpets
4461	5		fantastically helpful Staff
950	6		good variety
1840	16		quiet location for
2426	0		Free Toiletteries
1673	16		within walking distance Central Station
2121	12		didn t switch off button
907	6		complimentary tea
1901	16		interesting area
242	6		doesn t have restaurant
3690	11		Great room size
3656	11		bigger rooms
3309	9		exposed pipework
1595	16		a mile away tube station
2380	0		soft toilet
95	4		wonderful Park
2939	2		extremely welcoming Room
1536	16		easily accessible location
532	14		free minibar
3964	13		no view
3796	11		massive room
3098	2		nice Room
2824	8		Comfortable bed
565	14		bigger spa
1451	16		many restaurants
4503	5		excellent staf
4230	5		helpful staff
2496	8		comfy beds
4362	5		helpful Staff
979	6		very good Cooked
3321	9		quirky atmosphere
2195	12		pleasant stay
3067	2		stylish room
1019	6		good food
1390	16		right next to Ecellant
628	6		Nice restaurant
3025	2		excellent room
551	14		nice Amenities
3985	13		Great View
1064	6		no breakfast
4581	5		nice members
1614	16		walking distance everywhere
4137	5		extremely friendly staff
613	14		free car parking
2287	0		very powerful Shower
764	6		well informed food
4191	5		friendly staff
2193	12		quick service
581	14		secure parking
530	14		very dark Bar
1524	16		nearby Station
3409	3		noisy room
4959	7		too much money
3197	9		no fan
24	4		very relaxed hotels
575	14		No parking
4853	5		Helpful staff
1538	16		Only one stop train station
2232	0		blocked shower drain
547	14		No facilities
190	4		attractive places
2721	8		comfy beds
3956	13		great view from
3319	9		aren t helpful stairs
4518	5		lovely staff
151	2		very clean Hotel
571	14		amazing sky bar
1246	16		fantastic location
3326	9		comfy lighting
4243	5		staff very clean
85	6		good restaurant
2729	8		Uncomfortable bed
2135	12		very helpful electricity
4502	5		helpful staff
2947	2		excellent room
689	6		best breakfast
1508	16		excellent location
112	15		real nice feel
2175	12		early check in
4965	7		extausionate Prices
450	4		very welcoming atmosphere
4134	5		nice Staff
2248	0		a little worn bathroom
2389	0		not very as clean toilet
234	15		great experience
163	4		good Everything
3993	13		no view
2162	12		Convenient lovation
4353	5		very friendly Staff
1486	16		superb Location
3201	9		missing wall
1607	16		Good access to city centre walking
1421	16		closest Tower bridge
3071	2		Very nice room
252	4		Elegant atmosphere
4997	7		Best value for money
4103	5		bewildered spoon
981	6		very good Breakfast
4428	5		Too few staff
965	6		Very basic breakfast
2739	8		uncomfortable bed
1555	16		within walking distance shops
1845	16		very close to underground
3514	11		Medium sized hotel
4280	5		excellent staff
3698	11		a bit small not a lot room
54	16		lots of theatres
2132	12		No ear buds
3356	3		clunky portable
240	4		very beautiful Dutch
748	6		Good quality food
799	6		dirty Breakfast area
3465	3		never worked Air conditioning
466	14		lovely parking
2206	0		really good shower
4658	5		extremely pleasant staff
4968	7		quite expensive Drinks
2146	12		very late tube
932	6		limited food
3215	9		modern conveniences
2208	0		Complimentary water
4565	5		excellent staff
552	14		excellent facilities
62	4		greAt building facade
1833	16		near building
653	6		good glass
2622	8		comfy Bed
3720	11		very thin not entirely Walls
4600	5		Very friendly staff
2211	0		really cold bathroom
4947	7		a little more expensive Breakfast
2551	8		extra comfy bed location
4073	5		friendly staff
2628	8		Extrememly beds
3442	3		Quiet room
2307	0		quite dangerous shower guard
3946	13		many sights
2437	0		comfortable shower
3100	2		very dirty room
461	14		really attractive bars
35	4		modern Everything
1176	15		very bad hotel
2792	8		comfortable bed
3343	3		low noise
1995	12		Tight squeeze
4466	5		very friendly staff
343	4		no clean tables
3992	13		amazing view
4748	5		very friendly Staff
4628	5		lovely staff
3216	9		Broken door
3282	9		didn t close Blinds
2964	2		very stylish Bedroom
1926	16		Less than 5 minutes walk shopping centre
1609	16		excellent location for
1623	16		good position
2253	0		smaller Bathroom
4397	5		Relaxed Staff
2374	0		No buckets
2299	0		very old bathroom
4396	5		very helpful staff
2533	8		good Beds
1361	16		Nice quiet location
4779	5		Really lovely staff
4509	5		Lovely man
1982	12		slow speed
1312	16		within walking distance entertainment museums
330	4		stylish Everything
685	6		very good breakfast
1526	16		terrific location
3078	2		nice rooms
3423	3		no air conditioning
814	6		no sparkling wine
3596	11		great premium room
301	4		complete Garden
1746	16		walking distance underground station
4576	5		professional staff
4279	5		very helpful too hotel
2566	8		comfortable beds
852	6		very good breakfast
2870	2		a little tired Bedroom
1278	16		Love location
2386	0		Compact bathroom
1511	16		great tram ride
4657	5		proper room service
671	6		very limited fruits
2826	8		great Bed
2225	0		Nice bath
84	4		quite rotten seals
1016	6		amazing Breakfast
4557	5		very courteous staff
4887	7		crazily expensive Parking
4601	5		Very helpful staff
2436	0		nice Shower
4730	5		very helpful staff
1938	16		liked location
389	15		amazing hotel
172	12		not free net
2305	0		very clean shampoo
1968	12		no coffee machine
4330	5		extremely friendly staff
4665	5		friendly staff
4215	5		helpful Staff
3900	11		great room
4771	5		voluntary service
4157	5		helpful staff
1024	6		very understanding Breakfast
4575	5		wondferfully Staff
4500	5		extremely helpful Staff
3203	9		relatively dark LED lights
3725	11		higher level Room
1033	6		lovely fresh cookie
2519	8		tidy bed
3773	11		Decent size of
2916	2		very important Room selection
1983	12		good wifi
4606	5		always polite porter
3485	3		No air conditioning
4313	5		Nice staff
1357	16		great Transport links
3004	2		Nice renovated bedroom
2881	2		nice room
1854	16		very frequently ferry
4969	7		high standard selection of
4273	5		polite enough reception staff
201	4		really small building
4170	5		very friendly receptionist
3362	3		silent effective air conditioning
2472	8		Great bed
4901	7		good price
4156	5		friendly Staff
3800	11		maintained rooms
2536	8		comfortable everything
2938	2		Clean room
2632	8		shabby carpets
2658	8		always friendly bed
2047	12		fine earplugs
2443	0		forgotten bathroom tap
2772	8		comfortable beds
2565	8		uncomfortable mattress
497	14		Lack of amenities
3542	11		very spacious room
4786	5		very friendly Staff
4862	7		good value for money
1768	16		very close facilities
2953	2		incredibly comfortable room
1056	6		good choice of teas
1597	16		top Location
3942	13		good view
2134	12		very good WiFi
4193	5		so friendly staff
4183	5		helpful staff
1315	16		great location for transport
3393	3		quiet ambience
2241	0		not suitable Shower
2762	8		extra comfy pillows
1571	16		excellent location
2188	12		swift service
2481	8		very comfortable Bed
175	4		tired decor
3586	11		very small Rooms
1825	16		good location
3157	2		charming rooms
171	15		not as good variety
408	7		beautiful stylish value for money
247	4		clean London
1209	16		Handy location
1569	16		close to sights
3012	2		clean Room
2570	8		comfy bed
1915	16		Central location
2235	0		no mirror
1591	16		Quite convenient tube to
3002	2		nice stuff
4091	5		helpful staff
2316	0		Very comfy bathroom
3767	11		spacious clean Rooms
1747	16		prettiest museums shopping district
4731	5		excellent Staff
4002	13		noisy views of
2767	8		not working Bedside lamp
2046	12		Free movies
1621	16		Great location
72	7		great budget hotel
1977	12		good nice service
2799	8		hard Bed
3811	11		not really usable Working desk space
4302	5		very small Staff
1834	16		just opposite dessert shops
728	6		excellent Breakfasts
4948	7		expensive Breakfast
1500	16		Excellent location
2967	2		comfortable clean Room
2681	8		comfortable bed
1842	16		Great location
2984	2		complimentary room
4942	7		cheap public transport
4039	17		nice public areas
4264	5		fantastic staff
3744	11		bigger room
4842	5		Reasonably friendly staff
3619	11		quite big room
2914	2		not vacuumed floor
2455	0		good old kettle
3467	3		Air rooms
1808	16		only 15 minutes walk Euston train station
936	6		welcoming breakfast
3011	2		stylish room
2955	2		fresh room
39	4		lovely boutique
4113	5		helpful staff
2065	12		cold wifi
2675	8		very hard bed
815	6		very good Breakfast
712	6		Lovely breakfast
3868	11		comfortable rooms
223	15		best hotel
625	6		average small breakfast
1179	15		excellent hotel
619	14		excellent leisure facilities
1899	16		Excellent location
1141	15		excellent hotel
2020	12		useful extras
1484	16		amazing Location
2692	8		Comfy beds
4735	5		friendly staff
1063	6		plentiful Breakfast
1567	16		close to public transport
1822	16		20 minutes center
3250	9		doesn t open fridge
3655	11		modern room
169	4		lovely London
2874	2		Very cosy atmosphere
2795	8		comfy rooms
761	6		ordinary coffee
2857	2		very nice room
2197	12		modern service
2221	0		so tiny bathroom
3204	9		quite used furniture fixtures
4583	5		polite staff
4185	5		very busy Bar staff
1659	16		Great location
4891	7		Highly overpriced quality
3503	11		deluxe room
1564	16		very easy travelling around
570	14		gorgeous Bar
3856	11		spacious kingsize
3288	9		filthy Net curtains
4331	5		Wonderful help
2079	12		crazy check out
2381	0		Lack of toiletries
610	14		great Pool
293	4		so old funiture
2416	0		good shower
2099	12		No free wi fi
708	6		Time breakfast
3669	11		outdated room
739	6		served Breakfast
1040	6		mediocre breakfast
2538	8		Great single beds
3283	9		low slanted ceiling
4015	13		Nice balcony
4892	7		excellent speed
4208	5		excellent customer service
4612	5		so friendly staff
1868	16		Spacious location
2391	0		Fabulous bathroom
2845	2		peeling room
2600	8		thin old towels
4992	7		a little bit expensive Breakfast
1892	16		close to Kensington
4169	5		really great staff
4090	5		Great staff
4828	5		friendly staff
3623	11		spacious Rooms
3248	9		very littered exterior
3756	11		basic Rooms
4017	13		Amazing view
4595	5		helpful Staff
2086	12		unexpected upgrade
4794	5		not particularly empathetic Staff
3579	11		huge hotel rooms
2879	2		great Club rooms
661	6		not replaced coffee
4154	5		much staff
2981	2		Beautiful rooms
1006	6		nice breakfast
2899	2		lovely room
983	6		Fabulous breakfast
2921	2		clean rooms
1658	16		Great location
4304	5		helpful staff
1252	16		convenient for metro
2613	8		Big towels
3454	3		terrible noise
2262	0		spacious Bathroom
2912	2		smilling bad room
1242	16		excellent for location
246	4		great balcony
879	6		too soft scrambled eggs
1153	15		Great hotel
1042	6		decent breakfast buffet
1874	16		very near shopping areas
4456	5		friendly staff
119	15		smart clean hotel
3812	11		Large room
1515	16		close to railway station
1504	16		2 minutes walk overground
2965	2		very comfortable room
4033	17		quiet peaceful Location
1226	16		very quick cycle ride
2766	8		very small pillow
4788	5		attentive staff
1806	16		no shops
1651	16		Good location
2082	12		few minutes
4333	5		very friendly Staff
4692	5		very friendly Staff
4110	5		slow staff
2275	0		Good powerful shower
3351	3		a bit noisy remodelling
3529	11		High room
4324	5		really good Bar staff
4479	5		friendly staff
1765	16		really cool boat stop
3705	11		Cramped room
3360	3		quiet restaurants
2986	2		rather Room
265	15		amazing hotel
4814	5		Very friendly receptionists
733	6		excellent food
4147	5		extremely friendly Staff
3246	9		not fitted well Window
17	4		stylish Bijou
4807	5		Excellent customer service
2105	12		high speed internet
2829	8		lovely pillows
1272	16		clean Location
4591	5		friendly staff
4675	5		friendly Staff
3261	9		no lobby
3333	9		lack of design common
1152	15		great comforts
4454	5		friendly Hotel Staff
4737	5		very attentive service
2173	12		very slow resteraunt
1485	16		right next to Greenwich location
1725	16		brilliant location
3963	13		great view
1988	12		patchy Wifi
543	14		secure bike storage
4229	5		Very friendly staff
2531	8		so comfy cleanness
2090	12		fast of
4960	7		a bit high price
2339	0		small shower
2237	0		very very tiny sink
3665	11		equipped with furniture
3642	11		small room
2268	0		very poor washroom
2167	12		working wifi
841	6		free tea
2022	12		so useful self service food hub
1020	6		Excellent breakfast array
4378	5		friendly Staff
3953	13		great Views from
1452	16		walking distance area
4508	5		super friendly staff
1871	16		out Canary Wharf line
3680	11		small room
3959	13		lovely view
2483	8		comfortable stay
3047	2		horrendous room
765	6		clean breakfast continental
3350	3		difficult room
2209	0		great shower
4359	5		Friendly staff
2131	12		appreciated wifi radio
2101	12		long check out
174	4		comfortable hotel
3335	9		too dark Lighting
2592	8		comfortable bed
2458	0		No clean of dry towels
1022	6		cold egg
3364	3		noisy casino
4811	5		amazing staff
730	6		Good selection of restaurants
3051	2		vey room
3780	11		great room
4027	13		nice view
714	6		no butter
146	4		lovely everything
1864	16		Very easy to get to
3803	11		excessively small Bedroom
1267	16		20 min tram ride
2274	0		very very small bathroom
3037	2		Clean rooms
2087	12		exceptional service
3679	11		limited storage space
3074	2		Lovely room
1413	16		quite close DLR line
3014	2		super friendly helpful rooms
3382	3		cold room
4158	5		very friendly staff
750	6		Great food
4770	5		always happy staff
1145	15		great stay
1184	15		Bad experience
3041	2		very well equiped room
975	6		Hot Breakfast
2071	12		not too fast WiFi
3591	11		fairly decent room
2433	0		very tight bathroom
96	15		amazing Hotel
3444	3		not noisy traffic
1350	16		Easy access to public transport
3177	2		very clean comfortabe
2702	8		Beautiful bed
4303	5		very helpful Staff
1372	16		next to train station
4412	5		friendly staff
3422	3		noisy buildings
1575	16		excellent Location
2349	0		awesome bathtub
4076	5		helpful Staff
2959	2		rather Room
1923	16		only tram stop
1378	16		big public transport station
1812	16		Loved tram
1466	16		Choice of restaurants
1375	16		very near to flower market
3127	2		well laid out room
1797	16		not far from metro station
4390	5		very friendly staff
1338	16		Extremely easy access to underground
53	14		Excellent facility
4624	5		helpful staff
627	6		much better breakfast
3185	2		Quirky rooms
4555	5		very attentive Staff
894	6		lovely food
1259	16		convenient location
1479	16		Good location
4699	5		Beautifully decorated service
4897	7		Good value
4666	5		helpful staff
2784	8		Lovely bed
1760	16		few minutes walk Hotel
1093	6		seriously delicious breakfast
4876	7		reasonable priced Drinks
771	6		Free wine fruit
91	2		disgusting smell
4662	5		Lovely staff
2080	12		poor service
3747	11		big Room
745	6		didn t work breakfast
1174	15		and comfort
3317	9		temperamental light switches
4528	5		very attentive staff
2975	2		not as efficient rooms
3970	13		pleasant footbridge
4906	7		well priced breakfast
1643	16		liked location
4880	7		a bit steep bar prices
388	4		extremely comfy hotel
3534	11		small Rooms
2182	12		Pleasant stay
4416	5		always friendly nice staff
1664	16		good Location
4588	5		very helpful staff
4707	5		super helpful staff
3076	2		Warm room
267	4		a little tired Decoration
2927	2		very clean room
533	14		amazing bar
241	6		No restaurant
1518	16		good tube station
4332	5		helpful staff
2480	8		fluffy towels
3978	13		fabulous View from
3464	3		cold room
4697	5		very friendly staff
4627	5		very helpful Staff
1807	16		great location
2497	8		tired furnishings
3077	2		always cleaned room
3403	3		very nice atmosphere
2594	8		soft double bed
1036	6		small selection of food
3080	2		clean rooms
4884	7		horific Parking fees
4066	5		very friendly Staff
3597	11		small bedroom
2872	2		good rooms
2328	0		immaculate bathroom
3447	3		a bit crowded rooms
1589	16		comfy Location
4254	5		Modern staff
2682	8		very comfy beds
1049	6		very accommodating dietary
1539	16		easy to get to tran stop shop
723	6		nice chocolate cookies
582	14		smaller Pool
3218	9		a bit dark not room
4705	5		very helpful staff
4850	5		friendly Staff
4231	5		so rude staff
4310	5		No room service
334	15		really nice hotel
1953	12		Unhelpful info
221	14		No bikes
2174	12		Very quick service
2813	8		Great bed
3344	3		quiet Room
225	4		not always practical design
592	14		weren t very clean Swimming pool
1519	16		no lifts
2172	12		a little niggle plug
4579	5		genuine smile
8	15		favourite place
3854	11		so small room
2301	0		no sauna
4582	5		helpful Staff
541	14		Beautiful pool
4690	5		extremely nice concierge
4469	5		Lovely staff
2611	8		good beds
2109	12		Good service
3510	11		wasn t floor space mirror
540	14		genuine restaurant bar
3400	3		unbearable room temperature
1030	6		very good Breakfast
3648	11		spacious with Room
706	6		generous tea
416	4		very pleasant hotel
3837	11		small room
2378	0		good quality towels
3083	2		almost artistic rooms
3578	11		small rooms
1930	16		perfectly located value for money
3763	11		a little small Rooms
4393	5		around reception staff
3079	2		very friendly rooms
4202	5		clean Staff
3145	2		Clean room
1127	15		very high standard Hotel
1346	16		great location for sights
1598	16		very close to underground staff
4989	7		expensive drink
813	6		very welcome coffee making facilities
2753	8		amazing slept
4486	5		not interested Staff
4055	5		really friendly staff
4946	7		expensive city
616	14		great bar
1935	16		reasonable Location
518	14		full minibar
3264	9		very poor standard paint
584	14		satisfactory Amenities
4465	5		amazing staff
4114	5		Friendly staff
4943	7		incredible Value for money
4417	5		good staff
2701	8		no sleep
2517	8		nice bed
324	4		old hotel
769	6		Free coffee sweets
456	15		lovely stay
3901	11		quite large double room
3813	11		really small room
2956	2		lovely Bedroom
291	4		Beautiful furnishing
709	6		English breakfast
3894	11		very comfortable single room
1447	16		slightly outside tram journey
155	15		nice hotel
1007	6		quite poor not too breakfast
1733	16		Direct rail access to central
600	14		open restaurants
147	4		different spreads
3871	11		very little storage space
3324	9		trouble water supply
3653	11		Good sized room
1079	6		excellent Kitchen
3372	3		busy noise
1894	16		Good access to public transport
1730	16		Very convenient location
2887	2		Lovely stylish room
3570	11		small room
3525	11		very small Room
2387	0		covered Bathroom
67	4		well designed modern
1717	16		very clean location
4673	5		very friendly hotel staff
3945	13		amazing views from
3237	9		nude steam area
1196	16		Great location
4886	7		high prices
1674	16		close to Portobello
3506	11		Cozy room
1668	16		very best Location
2540	8		a bit hard Bed
3548	11		not available for room
2260	0		too cold jacuzzi
791	6		Good breakfast
1137	15		good reviews
4338	5		not polite staff
3621	11		excellent space
2580	8		Comfortable bed
2449	0		damaged hand towel holder
3061	2		well appointed room
3347	3		very heavy Noisey
3977	13		quite small view
4369	5		superb grace
4720	5		friendly staff
643	6		flat Beer
3126	2		comfiest of room
2750	8		comfy room
1423	16		Rather good location
4306	5		very attentive restaurant
4356	5		friendly staff
1120	15		easy to get to Hotel
3791	11		loads of room
946	6		available coffee
3251	9		broken Heating
2362	0		nice shower
2903	2		Clean room
2108	12		40 minutes appliances
4895	7		cheap for wifi
1344	16		great location room features
4645	5		helpful staff
938	6		Wonderful breakfast decor
4778	5		Great crew
2821	8		Comfortable bed
843	6		Extremely well stocked breakfast Balcony
90	15		Nice hotel
1574	16		Fantastic Location
3983	13		fabulous views
3700	11		big room
2994	2		really great room
4325	5		clean staff
1967	12		nice Service
4141	5		helpfull staff
601	14		beautiful sky bar
914	6		a little slow Breakfast
1994	12		good resteraunts
2780	8		Wrotten carpets
3142	2		lovely rooms
3743	11		small rooms
1109	15		Ideal for overnight stay
4704	5		no manager
2547	8		worn out bed
2544	8		not turned over bed sheets
3279	9		wasn t slanted enough floor tiles
1167	15		beautiful overall feel
4715	5		Nice staff
1408	16		Very close tube station
2982	2		very comfy room
371	4		no convenient place
1069	6		Good breakfast
506	14		excellent facilities
235	4		Very comfortable hotel
1507	16		close by tram stations
1652	16		a located
3839	11		Good size room
430	4		friendly name
1464	16		Great location
4025	13		great exterior
1531	16		so close to transport
2806	8		comfy bed
2264	0		not cleaned well toilet
1041	6		excellent breakfast
2933	2		Beautifully decorated room
2144	12		not good Wifi speed
1286	16		Great Location
3108	2		not clean room
468	14		not stocked mini bar
250	16		wonderful city
3308	9		very dark room
3129	2		full of dirt floor
1207	16		Close to Pimlico
3030	2		Very comfortable room
1275	16		convenient to getting around
4860	7		reasonably priced Food
4263	5		very polite staff
3434	3		no noises
1283	16		close to tube station
496	14		not working Bar
2053	12		Absence cafeteria
452	4		Great ambience
1146	15		great stay
1088	6		very helpful Breakfast
4457	5		very friendly Staff
4798	5		helpful staff
1431	16		Excellent location
4967	7		expensive buffet breakfast
664	6		comfortable with lots Breakfast
4973	7		good value
4197	5		friendly staff
4777	5		helpful everything
2800	8		very uncomfortable bed
3495	3		A bit noisy floorboards
867	6		healthy bonus Breakfast
951	6		Excellent breakfast
3775	11		comfortable room
3435	3		quiet room
3577	11		big room
401	4		wonderful maze of
652	6		excellent drink
1772	16		easy to manoeuvre
3500	3		horrible noise
2728	8		Smelly pillows
3445	3		small security quietness
916	6		Warm cookie
2983	2		much better rooms
2330	0		good size Bathroom
434	4		really cool high
536	14		Private parking
3238	9		Too many doors
2183	12		very slow service
4548	5		Friendly staff
2689	8		good Bed
2875	2		stained yellow room
2303	0		small toiletries
1305	16		close by everything
788	6		No milk
3786	11		Draughty room
4275	5		Not enough staff
3896	11		Very small rooms
2413	0		Nice shower
2277	0		wonderful towels
3396	3		outside air
3480	3		no hear plugs
156	4		not the smartest Hotel
2660	8		very worn sofa
955	6		nice Breakfast
2155	12		not ready room
785	6		very good english breakfast
4463	5		appalling breakfast staff
3546	11		very small Elevator
1881	16		Great location
3322	9		did blue lights
1499	16		good Location
44	12		fairly handy hotel
3566	11		well equipped Rooms
3613	11		Excellent sized rooms
646	6		Enjoyed breakfast
1218	16		great location
984	6		Poor breakfast
145	4		Nicely decorated hotel
4178	5		helpful staff
377	15		Amazing hotel
4424	5		friendly staff
2505	8		larger Bed
4536	5		friendly staff
3795	11		spacious Room
3390	3		some traffic noise
1656	16		near to underground
3685	11		modern rooms
286	4		very nice restaurant
2357	0		clean towels
563	14		fantastic bar
2602	8		very comfy sofa bed
1406	16		great location
4023	13		beautiful view
2996	2		clean room
3199	9		strange Stairs to entry
2667	8		gross Blanket
4448	5		extremely helpful really concierge
2149	12		very slow Service
2226	0		good toiletries
4810	5		polite staff
3898	11		reasonable size room
4678	5		attentive Staff
111	4		no clearing of
922	6		tasteless coffee
1356	16		fair location
445	15		Not a good stay
3190	9		well decorated 5 minutes room
4080	5		friendly helpful staff
603	14		well equipped facilities
136	4		nice restaurants
3161	2		Mediocre rooms
4282	5		professional hotel staff
3412	3		A sounds
2838	8		great pillows
320	2		clean hotel
1795	16		great location
228	15		great place
2880	2		clean Room
282	4		Beautiful building
1497	16		very good location
2637	8		lovely pillows
2552	8		very comfortable Bed
3986	13		Nice view
1913	16		little far out shuttle bus to station
4538	5		non smoking Staff
4979	7		very credit card
2168	12		very poor Wifi
3005	2		not even similar Rooms
4758	5		Very helpful staff
363	15		most fabulous stay
405	4		Cozy business
2640	8		No bedside table
180	4		absolutely beautiful Hotel
154	16		great Park
4095	5		efficient staff
378	4		impressive building
1341	16		Very good location
1201	16		great location
3972	13		lovely window
3824	11		excellent spaces
1444	16		perfect Location
400	16		very wealthy area
1189	16		Perfect location
4961	7		a little pricey bar
1985	12		No free wifi
2444	0		frothy bubbles
3688	11		couldn t access Room
195	14		not suitable equipment
640	6		lovely soft drinks
3666	11		very comfortable facilities
3556	11		average rooms
1863	16		outside tram service
2347	0		no hot water
3873	11		spacious room
4541	5		good Room service menu
3729	11		a bit small Room
2685	8		Comfortable bedroom
182	4		new Everything
2422	0		large bathroom
1582	16		fantastic location
1560	16		Excellent location
192	2		nice clean Hotel
4669	5		polite staff
3107	2		very clean Rooms
305	15		Very nice hotel
4252	5		very helpful hotel staff
3842	11		very small Rooms
1916	16		good Location
4446	5		friendly reception lady
4559	5		friendly Staff
4988	7		wasn t a huge amount of options
2774	8		small carpet
4739	5		helpful Staff
4693	5		exceptional staff
1284	16		close to dlr station
3975	13		nice big windows
3819	11		too small Single room
3511	11		Small room space
3377	3		a bit poor Room sound proofing
4038	17		very busy area
4328	5		excellent staff
2642	8		comfy beds
4799	5		Friendly staff
4896	7		great value for money
2425	0		cold bathroom
1028	6		fresh popcorn
4438	5		helpful staff
4382	5		helpful Staff
3544	11		no spaces
1638	16		near tube station
3349	3		very happy atmosphere
595	14		more convenient Parking
3647	11		very spacious rooms
361	15		best hotels
2055	12		awful service
4470	5		friendly Staff
1738	16		great Trams
3436	3		quiet rooms
3969	13		Just outside central
1084	6		good Food quality
2392	0		too small Shower cubicle
3200	9		super friendly accommodation
3606	11		complicated rooms
1426	16		perfect location
647	6		very good Breakfast
4145	5		wonderfully helpful Staff
3875	11		Very spacious rooms
3739	11		bigger closets
3431	3		no road noise
2761	8		Good comfortable beds
1775	16		good Location
2376	0		great bathroom
4917	7		high prices
275	2		very clean hotel
4092	5		very friendly Overall staff
2711	8		Perfect bed
2810	8		way too soft pillows
992	6		good Food
2284	0		comfortable bathroom
1655	16		quiet location
4219	5		Friendly staffs
4903	7		mitigated public transport
3020	2		well appointed room
725	6		No gym breakfast
2615	8		comfy Bedroom
1396	16		quite surrounding 15 mins by location
3407	3		quiet Hotel
3668	11		Size rooms
3414	3		wasn t soundproof Room
1528	16		Good location
2567	8		too soft mattress
776	6		Flexible breakfast arrangement
1268	16		Great location
2424	0		no hairdryer iron
444	4		friendly design
462	14		Free bikes
554	14		easy parking
313	4		comfortable design
1135	15		very easy hotel
3538	11		Brand new room
2461	0		bright bathroom
4640	5		very attentive staff
4471	5		friendly Staff
2249	0		decent shower bath
755	6		free tea
587	14		Not enough drawers
4584	5		very helpful Staff
3939	13		very nice view at the riverside
3302	9		poor quality
1147	15		Great hotel
3712	11		rather cramped Tables for breakfast
3798	11		great Room
4372	5		terrible Staff
2730	8		comfy beds
3497	3		Loud conversations
2272	0		amazing shower
943	6		not topped up Tea
3110	2		very helpful Cleanliness
2690	8		a bit tired Furniture
92	4		not flexible costumes
4560	5		polite flexible Hotel staffs
205	15		perfect Everything
1034	6		Brilliant breakfast
2798	8		140 cm bed
526	14		good facilities
828	6		not impressed breakfast
2230	0		relatively large toiletries
2885	2		Musty smell
2139	12		nice touch
489	14		no facilities
2656	8		very quirky beds
844	6		lovely breakfast
4111	5		very nice team
3526	11		little room
3223	9		deteriorated Revolving door
956	6		really good selection of restaurants
2052	12		amazing service
967	6		fantastic meal
1576	16		innovative idea of
1792	16		very easy to travel
3765	11		pretty comfortable rooms
4825	5		wonderful Bar staff
2059	12		excellent service
3955	13		fresh air
2341	0		no fridge
2902	2		Beautiful room
2201	0		large bathroom
4305	5		very hospitable Breakfast staff
3649	11		small dining room
3049	2		lovely room
2088	12		Constant queues for
4377	5		so helpful staff
2842	8		Lovely pillows
4485	5		helpful stuff
4035	17		Away bustle
3381	3		great Air conditioning
4436	5		Helpfulness staff
4184	5		pleasant staff
1359	16		Excellent location for Kensington
2919	2		roomy room
2385	0		a bit dirty Bathroom
4064	5		helpful Staff
2906	2		lovely Room
360	4		not effective hotel
3298	9		uninviting lobby
1269	16		Good location
3367	3		aweful room
467	14		good facilities
3311	9		strange Elevators
374	4		wonderful hotel
729	6		superb Breakfast
2523	8		very comfortable bed
3330	9		Lovely floor to
1687	16		great train station
1839	16		very easy location
1678	16		excellent Location
4977	7		reasonable price
4683	5		fantastic customer relations
3691	11		tiny Rooms
4618	5		very good Staff
1403	16		not too far from centre
4578	5		welcoming Staff
2714	8		comfy bed
3214	9		hazard Carpet
3195	9		a bit difficult Access
1445	16		convenient river transport
778	6		very polite food
3672	11		Great room
2217	0		not drinkable tap water
2863	2		filthy grouting
2159	12		very spotty wifi
578	14		Free water
3752	11		giant step
4511	5		very good Staff
3565	11		very comfortable Rooms
143	15		Nice hotel
3582	11		Very compact rooms
4791	5		not as friendly staff
2712	8		Extra comfy bed
217	4		so relaxed place
2312	0		bathroom roomy
200	15		not such a good quality brandy
1762	16		handy supermarket
2110	12		free wifi
2979	2		fresh items
2621	8		comfy bed
3281	9		just full of lobby
1813	16		wasn t the best location
1288	16		Good location
188	2		clean Everything
3646	11		Size room
4749	5		very clean staff
294	4		perfect everything
2828	8		comfy bed
2934	2		very clean room
4442	5		helpful Staff
229	5		with friendly
3260	9		Dirty elevator
272	4		nice stylish ambiance
891	6		Good breakfast continental
2841	8		Lovely bed
1099	15		different name
2323	0		no cold water
2775	8		not wide enough Duvets
3033	2		well equipped furnishings
3781	11		large soaker tub
1890	16		modern Location
780	6		No tea coffee
3616	11		Modern rooms
49	2		Clean private
4075	5		Really nice staff
3258	9		snow white lights
2285	0		good toiletries
933	6		good choice of food
3982	13		hot windows
2471	8		worn out too mattress
3205	9		NO HEATING
4315	5		lovely surprise
2542	8		very comfortable Bed
